Date,Close,Open,High,Low,Volume,Up&Down,Rate
2016-10-05,11450,11550,11550,11450,749576,-0.865800866,
2016-10-06,11450,11450,11500,11400,660119,0,
2016-10-07,11350,11400,11500,11300,708277,-0.873362445,
2016-10-10,11550,11400,11600,11350,910500,1.762114537,
2016-10-11,11800,11650,11850,11550,1670492,2.164502165,
2016-10-12,11600,11800,11850,11550,1333263,-1.694915254,
2016-10-13,11450,11550,11600,11350,1456946,-1.293103448,
2016-10-14,11500,11450,11650,11450,1163472,0.436681223,
2016-10-17,11600,11600,11700,11550,1131932,0.869565217,
2016-10-18,11950,11650,12000,11550,2797888,3.017241379,
2016-10-19,12550,12000,12750,11850,6661567,5.020920502,
2016-10-20,12450,12550,12650,12350,2541943,-0.796812749,
2016-10-21,12550,12450,12700,12350,1456161,0.803212851,
2016-10-24,12800,12500,12800,12500,1547753,1.992031873,
2016-10-25,12800,12750,12900,12650,1900438,0,
2016-10-26,12400,12750,12800,12350,1949632,-3.125,
2016-10-27,12500,12450,12700,12400,1597855,0.806451613,
2016-10-28,12450,12500,12550,12400,1039872,-0.4,
2016-10-31,12500,12450,12700,12400,1869686,0.401606426,
2016-11-01,12400,12500,12600,12300,1650094,-0.8,
2016-11-02,12350,12400,12450,12250,1088448,-0.403225806,
2016-11-03,12300,12300,12450,12300,976469,-0.4048583,
2016-11-04,12450,12350,12450,12300,1005021,1.219512195,
2016-11-07,12450,12500,12600,12350,911212,0,
2016-11-08,12450,12550,12600,12400,828334,0,
2016-11-09,12150,12500,12650,12000,3186247,-2.409638554,
2016-11-10,12500,12500,12750,12400,3063030,2.880658436,
2016-11-11,12750,12650,12900,12550,2851091,2,
2016-11-14,12200,12850,12850,12050,4474101,-4.31372549,
2016-11-15,12100,12100,12250,11850,2673006,-0.819672131,
2016-11-16,12050,12150,12150,11950,1741924,-0.41322314,
2016-11-17,12050,12050,12200,11900,1271332,0,
2016-11-18,12200,12150,12250,11950,1554990,1.244813278,
2016-11-21,12150,12200,12200,12000,925237,-0.409836066,
2016-11-22,12050,12050,12200,12050,924491,-0.823045267,
2016-11-23,12200,12000,12300,12000,1966105,1.244813278,
2016-11-24,12300,12250,12400,12200,1192126,0.819672131,
2016-11-25,12250,12300,12350,12200,616997,-0.406504065,
2016-11-28,12200,12250,12300,12100,826387,-0.408163265,
2016-11-29,12100,12150,12300,12100,1035053,-0.819672131,
2016-11-30,12000,12150,12200,12000,1415372,-0.826446281,
2016-12-01,12450,12050,12500,12050,1823440,3.75,
2016-12-02,12400,12400,12500,12300,1275919,-0.401606426,
2016-12-05,12300,12400,12450,12200,991894,-0.806451613,
2016-12-06,12550,12400,12550,12300,1694668,2.032520325,
2016-12-07,12600,12550,12700,12450,1502947,0.398406375,
2016-12-08,13000,12700,13000,12600,3057138,3.174603175,
2016-12-09,13000,13050,13100,12800,1663503,0,
2016-12-12,13250,13100,13250,13000,1132992,1.923076923,
2016-12-13,12950,13300,13300,12850,2805701,-2.264150943,
2016-12-14,13000,13000,13050,12800,1491021,0.386100386,
2016-12-15,13100,12900,13100,12850,1675892,0.769230769,
2016-12-16,13350,13200,13350,13150,6633125,1.908396947,
2016-12-19,13350,13350,13450,13200,1001258,0,
2016-12-20,13300,13350,13500,13250,1051785,-0.374531835,
2016-12-21,13350,13400,13450,13350,925781,0.37593985,
2016-12-22,13350,13400,13400,13200,1088559,0,
2016-12-23,13250,13350,13400,13150,1597993,-0.74906367,
2016-12-26,13250,13250,13300,13150,1200185,0,
2016-12-27,13150,13250,13250,13100,1568791,-0.754716981,
2016-12-28,12850,12750,12950,12700,1350463,-2.281368821,
2016-12-29,12750,12900,12900,12550,1220555,-0.778210117,
2017-01-02,12600,12650,12750,12550,604408,-1.176470588,
2017-01-03,12700,12650,12750,12550,1315387,0.793650794,
2017-01-04,12700,12700,12750,12600,1376564,0,
2017-01-05,12300,12650,12650,12250,2752633,-3.149606299,
2017-01-06,12400,12300,12400,12150,1560460,0.81300813,
2017-01-09,12450,12350,12500,12250,1411935,0.403225806,
2017-01-10,12600,12400,12650,12350,1536712,1.204819277,
2017-01-11,12700,12550,12800,12500,1242749,0.793650794,
2017-01-12,12800,12700,12850,12650,1351175,0.787401575,
2017-01-13,12600,12750,12800,12500,1195682,-1.5625,
2017-01-16,12750,12600,12900,12600,1400659,1.19047619,
2017-01-17,13050,12800,13100,12700,1471452,2.352941176,
2017-01-18,13000,13000,13100,12950,917093,-0.383141762,
2017-01-19,13000,13000,13150,12900,853837,0,
2017-01-20,13050,13050,13150,13000,703879,0.384615385,
2017-01-23,12850,13050,13100,12750,1092571,-1.53256705,
2017-01-24,12700,12700,12800,12650,966513,-1.167315175,
2017-01-25,12900,12750,12950,12700,1169460,1.57480315,
2017-01-26,13050,12900,13200,12850,1140407,1.162790698,
2017-01-31,13100,13100,13250,13050,1316669,0.383141762,
2017-02-01,13400,13150,13400,13100,1580423,2.290076336,
2017-02-02,13250,13300,13450,13250,1178574,-1.119402985,
2017-02-03,13200,13350,13500,13200,1017429,-0.377358491,
2017-02-06,13250,13400,13850,13250,2312402,0.378787879,
2017-02-07,13600,13350,13600,13200,1256043,2.641509434,
2017-02-08,13600,13550,13750,13450,1274997,0,
2017-02-09,13800,13500,13800,13500,1719521,1.470588235,
2017-02-10,13750,13850,13850,13650,910106,-0.362318841,
2017-02-13,13800,13850,13850,13650,579008,0.363636364,
2017-02-14,13700,13800,13800,13550,1210255,-0.724637681,
2017-02-15,13700,13750,13800,13650,747471,0,
2017-02-16,13450,13700,13750,13300,1315693,-1.824817518,
2017-02-17,13600,13500,13700,13450,758768,1.115241636,
2017-02-20,13400,13500,13550,13350,560219,-1.470588235,
2017-02-21,13700,13400,13700,13350,986193,2.23880597,
2017-02-22,13550,13600,13600,13450,989283,-1.094890511,
2017-02-23,13500,13550,13600,13400,588168,-0.36900369,
2017-02-24,13550,13550,13650,13450,874136,0.37037037,
2017-02-27,13150,13550,13600,13100,1467830,-2.95202952,
2017-02-28,13300,13200,13400,13150,1110339,1.140684411,
2017-03-02,13550,13600,13750,13400,1862947,1.879699248,
2017-03-03,13400,13600,13650,13350,1056804,-1.10701107,
2017-03-06,13200,13450,13500,13200,930407,-1.492537313,
2017-03-07,13550,13100,13600,13100,1237683,2.651515152,
2017-03-08,13550,13450,13650,13350,1051747,0,
2017-03-09,13400,13550,13700,13350,1260569,-1.10701107,
2017-03-10,13600,13400,13700,13350,1282256,1.492537313,
2017-03-13,13850,13600,13900,13600,2130921,1.838235294,
2017-03-14,13800,13900,14150,13750,2169077,-0.36101083,
2017-03-15,13650,13800,13850,13600,1615800,-1.086956522,
2017-03-16,13550,13600,13800,13500,1014972,-0.732600733,
2017-03-17,13850,13550,13850,13550,1320759,2.21402214,
2017-03-20,13750,13750,13850,13650,702257,-0.722021661,
2017-03-21,13650,13850,13850,13550,1086562,-0.727272727,
2017-03-22,13300,13500,13500,13200,1861552,-2.564102564,
2017-03-23,13300,13350,13500,13200,1407311,0,
2017-03-24,13300,13400,13500,13250,718699,0,
2017-03-27,13050,13300,13300,12950,1620963,-1.879699248,
2017-03-28,13200,13150,13200,13000,935621,1.149425287,
2017-03-29,13100,13250,13300,13000,884795,-0.757575758,
2017-03-30,13050,13100,13100,13000,651791,-0.381679389,
2017-03-31,13000,13150,13150,12950,809492,-0.383141762,
2017-04-03,13150,13000,13250,12950,1009447,1.153846154,
2017-04-04,13050,13050,13100,12950,1048165,-0.760456274,
2017-04-05,13450,13150,13600,13100,2337744,3.0651341,
2017-04-06,13650,13350,13700,13300,1727584,1.486988848,
2017-04-07,13900,13550,14000,13500,3298803,1.831501832,
2017-04-10,13650,13800,13950,13650,1347633,-1.798561151,
2017-04-11,13650,13750,13900,13650,1295452,0,
2017-04-12,13750,13650,13800,13550,974506,0.732600733,
2017-04-13,13800,13700,13800,13550,1050135,0.363636364,
2017-04-14,13950,13750,13950,13650,1056703,1.086956522,
2017-04-17,14000,13950,14050,13900,1069788,0.358422939,
2017-04-18,14000,14050,14100,13900,1055299,0,
2017-04-19,14100,14000,14250,13950,2311571,0.714285714,
2017-04-20,14200,14050,14250,14050,1481147,0.709219858,
2017-04-21,14400,14300,14400,14250,1381496,1.408450704,
2017-04-24,14750,14450,14900,14400,2107410,2.430555556,
2017-04-25,14900,14850,14950,14600,2244504,1.016949153,
2017-04-26,15000,14900,15000,14850,1458331,0.67114094,
2017-04-27,14900,15000,15050,14750,1213489,-0.666666667,
2017-04-28,14950,14700,14950,14700,1658078,0.33557047,
2017-05-02,14850,14800,15000,14800,1331264,-0.668896321,
2017-05-04,15100,14900,15100,14850,1393178,1.683501684,
2017-05-08,15500,15150,15500,14850,2268725,2.649006623,
2017-05-10,15600,15600,16000,15500,2834259,0.64516129,
2017-05-11,16350,15800,16400,15750,3958143,4.807692308,
2017-05-12,16050,16200,16400,16050,1890777,-1.834862385,
2017-05-15,16150,16200,16250,16000,1202283,0.62305296,
2017-05-16,15650,16050,16150,15500,2893401,-3.095975232,
2017-05-17,15500,15600,15650,15300,2019446,-0.958466454,
2017-05-18,15400,15150,15500,15100,1404479,-0.64516129,
2017-05-19,15350,15500,15600,15300,872484,-0.324675325,
2017-05-22,15450,15500,15550,15250,1098754,0.651465798,
2017-05-23,15550,15400,15700,15400,1236058,0.647249191,
2017-05-24,15350,15650,15650,15200,1278844,-1.286173633,
2017-05-25,15500,15300,15500,15200,1695257,0.977198697,
2017-05-26,15450,15400,15500,15250,1629450,-0.322580645,
2017-05-29,15450,15500,15500,15300,732429,0,
2017-05-30,15500,15350,15650,15350,1605617,0.323624595,
2017-05-31,15300,15500,15500,15300,1659125,-1.290322581,
2017-06-01,15300,15250,15450,15250,1153280,0,
2017-06-02,15800,15300,15850,15300,2673622,3.267973856,
2017-06-05,15900,15800,16050,15600,2019730,0.632911392,
2017-06-07,16050,15700,16350,15650,2885551,0.943396226,
2017-06-08,16300,16000,16500,15800,9075968,1.557632399,
2017-06-09,16750,16300,16950,16250,3359599,2.760736196,
2017-06-12,17100,16950,17200,16850,3129618,2.089552239,
2017-06-13,17000,17200,17300,16900,1936947,-0.584795322,
2017-06-14,17150,16950,17150,16900,1496683,0.882352941,
2017-06-15,16950,17000,17200,16900,1363216,-1.166180758,
2017-06-16,17250,16950,17250,16800,1642976,1.769911504,
2017-06-19,17250,17150,17400,17050,1587932,0,
2017-06-20,16850,16750,17000,16650,13105480,-2.31884058,
2017-06-21,16800,16850,16900,16500,2842349,-0.296735905,
2017-06-22,17000,16650,17050,16650,2294447,1.19047619,
2017-06-23,17350,17050,17450,17050,2335909,2.058823529,
2017-06-26,17500,17350,17600,17050,1751614,0.864553314,
2017-06-27,17500,17450,17600,17400,1272578,0,
2017-06-28,18050,17450,18100,17400,3463261,3.142857143,
2017-06-29,18600,18000,19050,17950,4277054,3.047091413,
2017-06-30,18450,18650,18900,18350,1912460,-0.806451613,
2017-07-03,18550,18650,18750,18400,1822142,0.54200542,
2017-07-04,18650,18800,18950,18550,1713825,0.539083558,
2017-07-05,18500,18600,18750,18500,1443922,-0.804289544,
2017-07-06,18650,18300,18750,18300,1686051,0.810810811,
